,Year,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Location,Origin,Aid_Contribution,Dis_Mag_Value,Latitude,Longitude,Local Time,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,Total_Affected,Total_Damages_USD,CPI
976,2004,Natural,Hydrological,Flood,Riverine flood,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",Early monsoonal rain,,9000.0,,,,2004,6.0,9.0,2004,6.0,11.0,45.0,1000.0,,73.8814124374447
977,2004,Natural,Hydrological,Flood,Riverine flood,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",Incessant rains,,,,,,2004,4.0,10.0,2004,4.0,14.0,,5000.0,,73.8814124374447
978,2004,Natural,Hydrological,Flood,Riverine flood,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",Monsoonal rain,3470.0,,,,,2004,6.0,20.0,2004,8.0,,900.0,33000000.0,2500000.0,73.8814124374447
979,2004,Natural,Hydrological,Flood,Riverine flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",Monsoonal rain,,,,,,2004,8.0,1.0,2004,9.0,8.0,210.0,100000.0,276000.0,73.8814124374447
980,2004,Technological,Technological,Transport accident,Road,Near Jandoral (Ponch district) Cachemire state,,,,,,,2004,4.0,2.0,2004,4.0,2.0,37.0,35.0,,73.8814124374447
981,2004,Technological,Technological,Transport accident,Road,Near Bracher (Cachemire),,,,,,,2004,3.0,29.0,2004,3.0,29.0,39.0,17.0,,73.8814124374447
982,2004,Technological,Technological,Transport accident,Road,Arunachal Pradesh,,,,,,,2004,5.0,22.0,2004,5.0,22.0,35.0,,,73.8814124374447
983,2004,Technological,Technological,Transport accident,Road,Himachal Pradesh,,,,,,,2004,5.0,22.0,2004,5.0,22.0,29.0,,,73.8814124374447
984,2004,Technological,Technological,Transport accident,Road,Orissa State,,,,,,,2004,6.0,27.0,2004,6.0,27.0,15.0,1.0,,73.8814124374447
985,2004,Technological,Technological,Transport accident,Road,Near Laxmipur (Bengale Occidentale),,,,,,,2004,7.0,19.0,2004,7.0,19.0,40.0,15.0,,73.8814124374447
986,2004,Technological,Technological,Transport accident,Road,"Srinagar (Pauri district, Uttaranchal state)",,,,,,,2004,7.0,31.0,2004,7.0,31.0,15.0,3.0,,73.8814124374447
987,2004,Technological,Technological,Transport accident,Water,"Sheohar, Bagmati river",Overloading,,,,,,2004,5.0,7.0,2004,5.0,7.0,30.0,,,73.8814124374447
988,2004,Technological,Technological,Transport accident,Water,"Bagmati river, Rampurhari (Bihar)",Overloading,,,,,,2004,7.0,15.0,2004,7.0,15.0,35.0,,,73.8814124374447
989,2004,Technological,Technological,Transport accident,Rail,Bengal state,,,,,,,2004,2.0,27.0,2004,2.0,27.0,30.0,,,73.8814124374447
990,2004,Technological,Technological,Transport accident,Rail,Darritola area (Madhya Pradesh),,,,,,,2004,3.0,5.0,2004,3.0,5.0,1.0,100.0,,73.8814124374447
991,2004,Technological,Technological,Transport accident,Rail,Bombay region (Maharashtra),,,,,,,2004,6.0,16.0,2004,6.0,16.0,20.0,100.0,,73.8814124374447
992,2004,Technological,Technological,Transport accident,Rail,"Mansar (Hoshiarpur district, Punjab state)",,,,,,,2004,12.0,14.0,2004,12.0,14.0,37.0,53.0,,73.8814124374447
993,2004,Technological,Technological,Industrial accident,Poisoning,Mumbai,,,,,,,2004,12.0,26.0,2004,12.0,26.0,66.0,97.0,,73.8814124374447
994,2004,Technological,Technological,Industrial accident,Collapse,Uttaranchal state,,,,,,,2004,8.0,2.0,2004,8.0,2.0,54.0,9.0,,73.8814124374447
995,2004,Technological,Technological,Miscellaneous accident,Other,Kailash river,,,,,,,2004,8.0,26.0,2004,8.0,26.0,37.0,,,73.8814124374447
996,2004,Technological,Technological,Miscellaneous accident,Other,Palamedu (Tamil Nadu state),,,,,,,2004,1.0,16.0,2004,1.0,17.0,2.0,218.0,,73.8814124374447
997,2004,Technological,Technological,Miscellaneous accident,Fire,Tiruchchirapally (Tamil Nadu),,,,,,,2004,1.0,23.0,2004,1.0,23.0,56.0,40.0,,73.8814124374447
998,2004,Technological,Technological,Miscellaneous accident,Fire,Kumbakonam (Tamil Nadu state),,,,,,,2004,7.0,16.0,2004,7.0,16.0,90.0,100.0,,73.8814124374447
999,2004,Technological,Technological,Miscellaneous accident,Fire,New Delhi,,,,,,,2004,11.0,14.0,2004,11.0,14.0,5.0,250.0,,73.8814124374447
1000,2005,Natural,Meteorological,Storm,,"Barddhaman, North 24 Parganas, South 24 Parganas districts (West Bengal province)",,,,,,,2005,3.0,23.0,2005,3.0,24.0,18.0,7550.0,,76.3880272118934
1001,2005,Technological,Technological,Miscellaneous accident,Other,Madhya Pradesh,,,,,,,2005,4.0,7.0,2005,4.0,7.0,73.0,,,76.3880272118934
1002,2005,Natural,Hydrological,Landslide,Avalanche,Administrative unit not available districts (Jammu and Kashmir province),Snowstorms,,,,,,2005,2.0,15.0,2005,2.0,21.0,250.0,5000.0,50000.0,76.3880272118934
1003,2005,Technological,Technological,Transport accident,Road,Udhampur district (Cachemire indien),,,,,,,2005,2.0,6.0,2005,2.0,6.0,27.0,35.0,,76.3880272118934
1004,2005,Technological,Technological,Transport accident,Road,Near Dakor,,,,,,,2005,3.0,12.0,2005,3.0,13.0,15.0,,,76.3880272118934
1005,2005,Technological,Technological,Transport accident,Road,Near Amritsar (Punjab),,,,,,,2005,4.0,1.0,2005,4.0,1.0,18.0,4.0,,76.3880272118934
1006,2005,Technological,Technological,Transport accident,Rail,Bijjapur (Karnataka),,,,,,,2005,1.0,10.0,2005,1.0,10.0,57.0,,,76.3880272118934
1007,2005,Technological,Technological,Transport accident,Rail,Near Kanhan (Maharashtra),,,,,,,2005,2.0,3.0,2005,2.0,3.0,52.0,10.0,,76.3880272118934
1008,2005,Technological,Technological,Transport accident,Rail,Gujarat state,,,,,,,2005,4.0,21.0,2005,4.0,21.0,17.0,150.0,,76.3880272118934
1009,2005,Technological,Technological,Miscellaneous accident,Other,Maharashtra,,,,,,,2005,1.0,25.0,2005,1.0,25.0,250.0,200.0,,76.3880272118934
1010,2005,Natural,Hydrological,Flood,Riverine flood,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",Monsoon rain,12.0,35550.0,,,,2005,7.0,24.0,2005,8.0,5.0,1200.0,20000055.0,3330000.0,76.3880272118934
1011,2005,Natural,Geophysical,Earthquake,Ground movement,Administrative unit not available districts (Jammu and Kashmir province),,,8.0,34.539,73.588,,2005,10.0,8.0,2005,10.0,8.0,1309.0,156622.0,1000000.0,76.3880272118934
1012,2005,Natural,Hydrological,Flood,Flash flood,Azamgarh district (Uttar Pradesh province),Heavy rains,,12680.0,,,,2005,8.0,26.0,2005,8.0,28.0,27.0,800000.0,,76.3880272118934
1013,2005,Natural,Hydrological,Flood,Riverine flood,Mokokchung district (Nagaland province),Heavy rains,,,,,,2005,5.0,27.0,2005,5.0,27.0,14.0,12.0,,76.3880272118934
1014,2005,Natural,Hydrological,Flood,Riverine flood,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",Monsoon rain,,,,,,2005,7.0,7.0,2005,7.0,28.0,70.0,1908000.0,,76.3880272118934
1015,2005,Natural,Hydrological,Flood,Riverine flood,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",Monsoonal rain,,308700.0,,,,2005,9.0,16.0,2005,9.0,19.0,23.0,2504.0,,76.3880272118934
1016,2005,Natural,Hydrological,Flood,Riverine flood,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",Monsonal rains,,,,,,2005,7.0,9.0,2005,7.0,9.0,25.0,,,76.3880272118934
1017,2005,Natural,Hydrological,Flood,Riverine flood,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",Heavy rains,,6530.0,,,,2005,6.0,26.0,2005,6.0,29.0,6.0,5000.0,23000.0,76.3880272118934
1018,2005,Natural,Hydrological,Flood,Riverine flood,"Karnataka, Andhra Pradesh provinces",Monsoonal rain,,619200.0,,,,2005,7.0,23.0,2005,8.0,16.0,126.0,100000.0,,76.3880272118934
1019,2005,Natural,Hydrological,Flood,Riverine flood,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",,,312900.0,,,,2005,9.0,14.0,2005,9.0,20.0,89.0,550000.0,420000.0,76.3880272118934
1020,2005,Natural,Hydrological,Flood,Riverine flood,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",Heavy rains,,53200.0,,,,2005,9.0,22.0,2005,10.0,11.0,15.0,,,76.3880272118934
1021,2005,Natural,Hydrological,Flood,Riverine flood,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",Heavy rains,,,,,,2005,6.0,28.0,2005,7.0,15.0,239.0,405000.0,2300000.0,76.3880272118934
1022,2005,Natural,Hydrological,Flood,Riverine flood,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",Monsoonal rains,,55740.0,,,,2005,7.0,2.0,2005,7.0,15.0,62.0,49000.0,,76.3880272118934
1023,2005,Natural,Hydrological,Flood,Riverine flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",Heavy rains,,,,,,2005,7.0,10.0,2005,7.0,10.0,12.0,10000.0,,76.3880272118934
1024,2005,Natural,Hydrological,Flood,Riverine flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",Heavy rains,,29110.0,,,,2005,10.0,21.0,2005,10.0,24.0,19.0,2250000.0,117000.0,76.3880272118934
1025,2005,Natural,Hydrological,Flood,Riverine flood,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",Monsoonal rain,,131300.0,,,,2005,10.0,23.0,2005,11.0,13.0,162.0,2000000.0,,76.3880272118934
1026,2005,Natural,Hydrological,Flood,Riverine flood,Tamil Nadu province,Torrential rains,,,,,,2005,12.0,2.0,2005,12.0,3.0,30.0,200000.0,,76.3880272118934
1027,2005,Natural,Hydrological,Flood,Riverine flood,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",Mosnoon rain,,,,,,2005,7.0,5.0,2005,8.0,14.0,10.0,2000.0,,76.3880272118934
1028,2005,Natural,Hydrological,Landslide,Landslide,"Guwahati city (Kamrup district, Assam province)",Monsoonal rain,,,,,,2005,8.0,24.0,2005,8.0,25.0,12.0,20.0,,76.3880272118934
1029,2005,Natural,Meteorological,Extreme temperature,Heat wave,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",,,49.0,,,,2005,6.0,,2005,6.0,,329.0,,,76.3880272118934
1030,2005,Natural,Meteorological,Extreme temperature,Severe winter conditions,"Uttar Pradesh, Punjab, Haryana, Himachal Pradesh, Delhi, Bihar, Rajasthan, Jammu and Kashmir provinces",,,2.0,,,,2005,12.0,,2006,1.0,,180.0,,,76.3880272118934
1031,2005,Natural,Biological,Epidemic,Bacterial disease,"Delhi, Haryana, Chandigarh, Uttar Pradesh, Uttaranchal",,,12000.0,,,,2005,5.0,18.0,2005,6.0,21.0,48.0,405.0,,76.3880272118934
1032,2005,Natural,Biological,Epidemic,Bacterial disease,Maharashtra state,,,,,,,2005,8.0,28.0,2005,8.0,30.0,66.0,,,76.3880272118934
1033,2005,Natural,Biological,Epidemic,Viral disease,"Uttar Pradesh, Bihar",,,300000.0,,,,2005,7.0,29.0,2005,9.0,13.0,296.0,939.0,,76.3880272118934
1034,2005,Natural,Biological,Epidemic,Viral disease,Uttar Pradesh and Bihar states,,,,,,,2005,7.0,1.0,2005,11.0,10.0,296.0,1145.0,,76.3880272118934
1035,2005,Natural,Biological,Epidemic,Viral disease,"Andhra Prasdesh, Maharashtra, Karnataka states",,,,,,,2005,12.0,,2006,4.0,,,153324.0,,76.3880272118934
1036,2005,Technological,Technological,Transport accident,Road,Rudraprayag (Uttaranchal),,,,,,,2005,5.0,17.0,2005,5.0,17.0,37.0,,,76.3880272118934
1037,2005,Technological,Technological,Transport accident,Road,Poonampalli (Cuddapah district),,,,,,,2005,6.0,8.0,2005,6.0,8.0,11.0,14.0,,76.3880272118934
1038,2005,Technological,Technological,Transport accident,Road,Doda district (South Cachemire),,,,,,,2005,9.0,29.0,2005,9.0,29.0,42.0,44.0,,76.3880272118934
1039,2005,Technological,Technological,Transport accident,Road,Kullu Valley (Himachal Pradesh),,,,,,,2005,10.0,7.0,2005,10.0,7.0,13.0,6.0,,76.3880272118934
1040,2005,Technological,Technological,Transport accident,Road,Palampur (Himachal Pradesh),,,,,,,2005,10.0,7.0,2005,10.0,7.0,12.0,13.0,,76.3880272118934
1041,2005,Technological,Technological,Transport accident,Road,Tiruchirappalli district (Tamil Nadu state),,,,,,,2005,10.0,29.0,2005,10.0,29.0,18.0,30.0,,76.3880272118934
1042,2005,Technological,Technological,Transport accident,Road,Ramanathapuram (Tamil Nadu state),,,,,,,2005,11.0,25.0,2005,11.0,25.0,20.0,42.0,,76.3880272118934
1043,2005,Technological,Technological,Transport accident,Road,Pattukottai,,,,,,,2005,11.0,25.0,2005,11.0,25.0,72.0,27.0,,76.3880272118934
1044,2005,Technological,Technological,Transport accident,Road,Gujarat state,,,,,,,2005,12.0,28.0,2005,12.0,28.0,22.0,,,76.3880272118934
1045,2005,Technological,Technological,Transport accident,Water,Punjab state,Bad weather,,,,,,2005,7.0,11.0,2005,7.0,11.0,12.0,12.0,,76.3880272118934
1046,2005,Technological,Technological,Transport accident,Water,"Reralle canal, near Godavarru (Andhra Pradesh)",,,,,,,2005,8.0,16.0,2005,8.0,16.0,20.0,,,76.3880272118934
1047,2005,Technological,Technological,Transport accident,Water,Ballia,,,,,,,2005,10.0,16.0,2005,10.0,16.0,77.0,,,76.3880272118934
1048,2005,Technological,Technological,Transport accident,Water,Uttar Pradesh,,,,,,,2005,7.0,6.0,2005,7.0,6.0,25.0,,,76.3880272118934
1049,2005,Technological,Technological,Transport accident,Water,Arwal (Bihar),,,,,,,2005,8.0,25.0,2005,8.0,25.0,50.0,,,76.3880272118934
1050,2005,Technological,Technological,Transport accident,Rail,Datiya (Madhya Pradesh),,,,,,,2005,10.0,3.0,2005,10.0,3.0,18.0,,,76.3880272118934
1051,2005,Technological,Technological,Transport accident,Rail,Andra Pradesh (Sud-est),,,,,,,2005,10.0,29.0,2005,10.0,29.0,110.0,92.0,,76.3880272118934
1052,2005,Technological,Technological,Miscellaneous accident,Explosion,Kanpur (Uttar Pradesh),,,,,,,2005,10.0,26.0,2005,10.0,26.0,15.0,23.0,,76.3880272118934
1053,2005,Technological,Technological,Industrial accident,Explosion,Khusropur (Bihar),,,,,,,2005,9.0,15.0,2005,9.0,15.0,35.0,20.0,,76.3880272118934
1054,2005,Technological,Technological,Industrial accident,Fire,Moan sea (coast of Maharashtra),,,,,,,2005,7.0,27.0,2005,7.0,27.0,23.0,351.0,410000.0,76.3880272118934
1055,2005,Technological,Technological,Industrial accident,Fire,New Delhi,,,,,,,2005,12.0,7.0,2005,12.0,7.0,12.0,4.0,,76.3880272118934
1056,2005,Technological,Technological,Industrial accident,Fire,Sivakasi (Tamil Nadu),,,,,,,2005,7.0,2.0,2005,7.0,2.0,20.0,15.0,,76.3880272118934
1057,2005,Technological,Technological,Industrial accident,Collapse,Hazaribagh district (Jharkhand Pradesh),,,,,,,2005,6.0,15.0,2005,6.0,15.0,14.0,,,76.3880272118934
1058,2005,Technological,Technological,Miscellaneous accident,Collapse,Bombay,,,,,,,2005,8.0,22.0,2005,8.0,23.0,30.0,,,76.3880272118934
1059,2005,Technological,Technological,Miscellaneous accident,Other,Chennai,,,,,,,2005,12.0,18.0,2005,12.0,18.0,45.0,,,76.3880272118934
1060,2005,Technological,Technological,Miscellaneous accident,Other,Nelamangala (Bangalore),,,,,,,2005,4.0,11.0,2005,4.0,11.0,21.0,19.0,,76.3880272118934
1061,2005,Natural,Meteorological,Storm,,"Guntur, Krishna, Srikakulam, Karimnagar, Nalgonda districts (Andhra Pradesh province)",,,,,,,2005,5.0,1.0,2005,5.0,1.0,20.0,20.0,,76.3880272118934
1062,2005,Natural,Meteorological,Storm,,Kolkata district (West Bengal province),,,,,,,2005,5.0,4.0,2005,5.0,4.0,11.0,20.0,,76.3880272118934
1063,2005,Natural,Meteorological,Storm,,"Andhra Pradesh, Orissa provinces",,,,,,,2005,9.0,20.0,2005,9.0,20.0,33.0,61000.0,,76.3880272118934
1064,2006,Natural,Hydrological,Flood,Flash flood,Jammu and Kashmir provinces,Monsoonal rai,,,32.89,73.88,,2006,8.0,31.0,2006,9.0,11.0,19.0,15000.0,,78.8522555129301
1065,2006,Natural,Hydrological,Flood,Riverine flood,"Gajapati, Rayagada districts (Orissa province)",Monsoonal rain,,31360.0,19.17,83.65,,2006,7.0,3.0,2006,7.0,8.0,33.0,,,78.8522555129301
1066,2006,Natural,Hydrological,Flood,Riverine flood,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",Monsoonal rain,4474.0,165400.0,20.19,73.82,,2006,7.0,28.0,2006,9.0,12.0,350.0,4000065.0,3390000.0,78.8522555129301
1067,2006,Natural,Meteorological,Storm,Convective storm,"Uttar Pradesh, Gujarat provinces",,,,,,,2006,5.0,2.0,2006,5.0,2.0,76.0,,,78.8522555129301
1068,2006,Natural,Meteorological,Storm,Tropical cyclone,"Andhra Pradesh, West Bengal, Bihar provinces",Monsoonal rain,,,19.73,83.75,,2006,9.0,18.0,2006,10.0,5.0,114.0,150300.0,,78.8522555129301
1069,2006,Natural,Hydrological,Flood,Flash flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",Heavy rain,,190900.0,17.43,82.81,,2006,4.0,15.0,2006,4.0,18.0,20.0,,,78.8522555129301
1070,2006,Natural,Hydrological,Flood,Flash flood,Madhya Pradesh province,,,,,,,2006,10.0,1.0,2006,10.0,1.0,39.0,,,78.8522555129301
1071,2006,Natural,Hydrological,Flood,Riverine flood,"Assam, Tripura provinces",Monsoonal rain,,47020.0,26.6,94.02,,2006,5.0,31.0,2006,7.0,24.0,21.0,504000.0,,78.8522555129301
1072,2006,Natural,Hydrological,Flood,Riverine flood,Kerala province,Monsoonal rain,,42690.0,10.54,76.05,,2006,5.0,25.0,2006,6.0,2.0,32.0,10800.0,,78.8522555129301
1073,2006,Natural,Hydrological,Flood,Riverine flood,"Maharashtra, Gujarat provinces",Monsoonal rain,,395400.0,18.73,75.23,,2006,5.0,31.0,2006,6.0,4.0,41.0,,,78.8522555129301
1074,2006,Natural,Hydrological,Flood,Riverine flood,"Ballia, Chandauli districts (Uttar Pradesh province)",Monsoonal rain,,13110.0,25.62,83.67,,2006,6.0,24.0,2006,6.0,27.0,130.0,300000.0,,78.8522555129301
1075,2006,Natural,Hydrological,Flood,Riverine flood,"Navsari, The Dangs districts (Gujarat)",Heavy rain,,170100.0,22.41,71.31,,2006,7.0,4.0,2006,7.0,7.0,24.0,8400.0,,78.8522555129301
1076,2006,Natural,Hydrological,Flood,Riverine flood,Jammu and Kashmir provinces,Monsoonal rain,,,34.61,73.2,,2006,7.0,24.0,2006,8.0,22.0,15.0,800.0,,78.8522555129301
